Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Driss TAKKI CHEBIHI,4,Une fois à Rabat il faut le visiter,il y a 5 ans,1,https://www.google.com/maps/contrib/114995808116053725705/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,H,5,"Musée a la hauteur, des tableaux d'art abstrait et des anciennes pièces de monnaie sont au rendez-vous. a visiter !",il y a 6 ans,0,https://www.google.com/maps/contrib/110104079807320603941/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Fouad Feliesse,1,Architecture beauté,il y a 2 mois,0,https://www.google.com/maps/contrib/117899487827072403715/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,doudou oube,5,"J'ai appris beaucoup et mes enfants aussi
Je suis ravie de l'avoir visité",il y a 4 ans,0,https://www.google.com/maps/contrib/103801917528576168589/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Sara Jhanysse,5,L'histoire de la monnaie marocaine y est très bien exposée,il y a 5 ans,0,https://www.google.com/maps/contrib/118392019261004836016/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Kadim ELAROUSSI,5,J'adore l'architecture de ce formidable bâtiment,il y a 2 ans,0,https://www.google.com/maps/contrib/105122275398168233051/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Omar Jrairi,5,Un magnifique musée.,il y a 4 ans,0,https://www.google.com/maps/contrib/100635469285864403864/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Thierry Bertrand,5,Très belle visite,il y a 4 ans,0,https://www.google.com/maps/contrib/106059694591185367716/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,MOSTAFA MEGA_PLUS,4,Monument historique du Maroc,il y a 4 ans,1,https://www.google.com/maps/contrib/110644939041842648583/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Anas Sb,5,Emplacement historique et important.,il y a 2 ans,0,https://www.google.com/maps/contrib/102327313236267595775/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,BOUHMOUCH RACHID,4,musée en cours de construction,il y a 6 ans,0,https://www.google.com/maps/contrib/104094790567837975511/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdellah Bouzid,5,Bâtiment historique au Maroc,il y a 7 ans,0,https://www.google.com/maps/contrib/108852570249289870065/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Chraihi Abderrahim,2,Monuments historiques,il y a 5 ans,0,https://www.google.com/maps/contrib/115517706951705184825/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Mounir Benson,5,Le pays,il y a 3 ans,1,https://www.google.com/maps/contrib/108117014436697395910/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,hicham g,5,Trésors,il y a 6 ans,0,https://www.google.com/maps/contrib/111481914902386065753/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,O. Mossaddeq Ben Moussa,5,Musée de Bank Al Maghrib,il y a 7 ans,0,https://www.google.com/maps/contrib/101509120232777767069/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdelali Dahchour,5,Au centre de rabat,il y a 5 ans,1,https://www.google.com/maps/contrib/116793178717983446227/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,marouane bouyanzar,4,endroit populaire,il y a 7 ans,0,https://www.google.com/maps/contrib/116528366158498242559/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Youssef Marjani,3,En construction,il y a 6 ans,0,https://www.google.com/maps/contrib/105342832531667164142/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,music user,5,Splendide musée consacré principalement aux monnaies anciennes mais aussi avec des expositions interactives fascinantes sur l'histoire de la monnaie ainsi que la gravure des billets de banque marocains. Des œuvres d'art modernes sont …,il y a 4 ans,2,https://www.google.com/maps/contrib/105355159639690082784/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Daniel Kitachewsky,5,"Excellent musée. Même si nous n'étions pas spécialement intéressés par les pièces de monnaie, les explications rendent la visite très intéressante et retracent l'histoire à travers l'argent. Les étiquettes sont uniquement en arabe et en français ; Je crois qu'il existe un audioguide pour l'anglais.",il y a 4 ans,1,https://www.google.com/maps/contrib/100537174370141418320/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,227 thday,4,"Les frais d'entrée sont de 20 DH par adulte (apparemment gratuit le vendredi).
Il s'agit d'une petite galerie d'art et d'un musée, et le musée possède des peintures de Jacques Majorelle et d'autres œuvres d'art contemporain. Je ne …",il y a 6 ans,1,https://www.google.com/maps/contrib/107067289695566714036/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Daniel Shalabi,2,"Si vous avez un problème là-bas, vous devez prendre beaucoup de temps avec vous. Les fonctionnaires sont la bureaucratie absolue incarnée. Un processus qui prend moins de 5 minutes en Allemagne prend facilement 45 minutes ici.",il y a un an,1,https://www.google.com/maps/contrib/115221583725069759534/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Anna Morales,4,"Très intéressant, comme tous les monuments et musées de la ville entièrement de style arabe.",il y a 5 ans,1,https://www.google.com/maps/contrib/108907372119942130731/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,benarif asmaa,5,Endroit très intéressant à visiter lors de votre séjour à Rabat. Il expose l'histoire de l'argent marocain,il y a 5 ans,1,https://www.google.com/maps/contrib/114449958259642187657/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Nevena Stancheva,5,Un petit musée avec une bonne collection de pièces de monnaie de différentes époques et quelques œuvres d'art.,il y a 5 ans,1,https://www.google.com/maps/contrib/104586424648777334473/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Amzouri 360,5,Dar Al-Sikka pour les pièces alaouites marocaines,il y a 4 ans,1,https://www.google.com/maps/contrib/110350202976958549127/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Prosper Sunkyedong,5,"Il s’agit du musée de la Banque centrale du Maroc, la banque Al Maghreb.",il y a 5 ans,2,https://www.google.com/maps/contrib/107308224398168267115/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Duncan Kirui,4,Belle banque,il y a 11 mois,1,https://www.google.com/maps/contrib/112102533376087053707/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,information channel,4,Banque Centrale du Maroc Rabat,il y a 3 ans,1,https://www.google.com/maps/contrib/111964168657983219479/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Nour-eddine Labiad,4,Un beau projet en construction.,il y a 7 ans,1,https://www.google.com/maps/contrib/106741353783356994626/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Noureddine Fenouri,4,Musée de la Banque du Maroc,il y a 6 ans,1,https://www.google.com/maps/contrib/112521905806798837075/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Muhamed Khamis,4,Beau bâtiment,il y a 2 ans,0,https://www.google.com/maps/contrib/116493773867604155335/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Khalid Elfaker,4,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/116478724016912399267/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Bob Chenevey,2,Impossible de prendre des photos,il y a 4 ans,1,https://www.google.com/maps/contrib/113871995232921690779/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Ismail Khacheb,5,Banque du Maroc. La plus grande banque du Maroc,il y a 2 ans,0,https://www.google.com/maps/contrib/117179537972334888514/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Mesay Shanka,5,Architecture époustouflante,il y a 2 ans,1,https://www.google.com/maps/contrib/117991036093576869471/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,houda el aakaoui,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/102343830248550521523/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Oussama Tibari,3,Oussama Tibari__sourd,il y a 11 ans,0,https://www.google.com/maps/contrib/112134664637251757220/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Doc Mikko,4,Belle architecture,il y a 8 ans,1,https://www.google.com/maps/contrib/105173606515977008086/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdelouahed Benihia,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/113263357511623028950/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Hassan Samlali,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/106777912394565452180/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Здравствуй друзья,4,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/104298384476706052103/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Hamza,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/106511305742833447902/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,abdou dakhouch,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/102639412197775132213/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Ismail OUGNAOU,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/100443221575959571170/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdelwahed Ahmed Rabhi,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/111013775700369886727/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Soukayna Houhou,2,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/110296638354331974943/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Cheikhbabi Cheikhbabi,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/111007300575699546248/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Asmaa Boublil,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/113535462644420105340/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Malthus (Nourking),5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/109655935371586946449/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,malika chtouki,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/109332712133036168650/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Carolie Gérard,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/114073605993817426158/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Allali Said,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/113499167640549438305/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Zakaria Knizi,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/118303562433134446146/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,György Kellényi,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/118258672429213029180/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Anass Zouak,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/104870524828431629826/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Shiny Diamond,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/109272789450608241397/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdel- B,4,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/115055756040851007279/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Nisrine Mofakir,1,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/103904559086841382485/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdeslam Faris,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/102430556664291999587/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Jonathan Ledbury,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/116600866212759942150/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,saber EL GUERCH,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/108198193850225645471/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,NABIH Abdeslam,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/115719719600585001314/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Jouis et El amri,4,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/114192804718043373579/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Emiel Bouwens,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/103848362568311155993/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Rachid BATAAL,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/104171343272874479559/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Hervet Le rois,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/117150332531519751386/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Alae El Bahi,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/106662364184358062615/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Sams Dev,3,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/113684109554214514049/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Elite Studio,4,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/118145299109765671679/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Abdelmjid El kentir,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/117762298157257593649/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,BENJEBBOUR ALI,4,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/114168499115874743554/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Inas Nali,1,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/117170733198063672435/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Yassine Danba,1,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/108746096957231876273/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Oussama Walker,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/111914772968905177452/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Ikram Charrak,5,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/108189869676004505037/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,2021 marocain,5,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/109179648678958498160/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,W.M Wilde Micro,5,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/105801083935964696559/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,Nora EL ACHCHAK,2,NAN,il y a 10 ans,0,https://www.google.com/maps/contrib/104750980667234938910/reviews?hl=fr,,NAN
Bank Al-Maghrib,Not available,"277 Av. Mohammed V, Rabat 10000",bkam.ma,mohamed mchatte,4,NAN,il y a 12 ans,0,https://www.google.com/maps/contrib/105031936141008902682/reviews?hl=fr,,NAN
